Training: 2024-09-20 15:52:20,370-rank_id: 0
Training: 2024-09-21 12:06:48,801-Speed 253.43 samples/sec   Loss 5.8026   ReconLoss 0.0793  LearningRate 0.004682   Epoch: 6   Global Step: 67120   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:06:59,200-Speed 255.44 samples/sec   Loss 7.2598   ReconLoss 0.0799  LearningRate 0.004682   Epoch: 6   Global Step: 67130   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:07:09,537-Speed 256.81 samples/sec   Loss 4.9662   ReconLoss 0.0769  LearningRate 0.004681   Epoch: 6   Global Step: 67140   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:07:19,846-Speed 257.21 samples/sec   Loss 5.8094   ReconLoss 0.0768  LearningRate 0.004681   Epoch: 6   Global Step: 67150   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:07:30,232-Speed 255.87 samples/sec   Loss 6.9339   ReconLoss 0.0793  LearningRate 0.004681   Epoch: 6   Global Step: 67160   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:07:40,679-Speed 253.97 samples/sec   Loss 6.5580   ReconLoss 0.0789  LearningRate 0.004680   Epoch: 6   Global Step: 67170   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:07:51,053-Speed 255.88 samples/sec   Loss 6.0423   ReconLoss 0.0809  LearningRate 0.004680   Epoch: 6   Global Step: 67180   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:08:01,331-Speed 258.39 samples/sec   Loss 6.0891   ReconLoss 0.0770  LearningRate 0.004679   Epoch: 6   Global Step: 67190   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:08:11,765-Speed 254.09 samples/sec   Loss 6.1898   ReconLoss 0.0789  LearningRate 0.004679   Epoch: 6   Global Step: 67200   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:08:22,138-Speed 255.76 samples/sec   Loss 6.0873   ReconLoss 0.0798  LearningRate 0.004678   Epoch: 6   Global Step: 67210   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:08:32,537-Speed 254.97 samples/sec   Loss 6.0981   ReconLoss 0.0771  LearningRate 0.004678   Epoch: 6   Global Step: 67220   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:08:42,943-Speed 254.95 samples/sec   Loss 6.1958   ReconLoss 0.0776  LearningRate 0.004677   Epoch: 6   Global Step: 67230   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:08:53,369-Speed 254.39 samples/sec   Loss 5.5585   ReconLoss 0.0793  LearningRate 0.004677   Epoch: 6   Global Step: 67240   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:09:03,713-Speed 257.04 samples/sec   Loss 5.8189   ReconLoss 0.0801  LearningRate 0.004676   Epoch: 6   Global Step: 67250   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:09:14,141-Speed 254.59 samples/sec   Loss 6.6190   ReconLoss 0.0800  LearningRate 0.004676   Epoch: 6   Global Step: 67260   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:09:24,485-Speed 256.59 samples/sec   Loss 6.3363   ReconLoss 0.0815  LearningRate 0.004675   Epoch: 6   Global Step: 67270   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:09:34,839-Speed 256.72 samples/sec   Loss 6.8798   ReconLoss 0.0794  LearningRate 0.004675   Epoch: 6   Global Step: 67280   Fp16 Grad Scale: 32768   Required: 29 hours
Training: 2024-09-21 12:09:45,229-Speed 255.11 samples/sec   Loss 6.7955   ReconLoss 0.0770  LearningRate 0.004674   Epoch: 6   Global Step: 67290   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:09:55,553-Speed 256.76 samples/sec   Loss 6.4235   ReconLoss 0.0807  LearningRate 0.004674   Epoch: 6   Global Step: 67300   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:10:05,939-Speed 255.35 samples/sec   Loss 6.2144   ReconLoss 0.0818  LearningRate 0.004673   Epoch: 6   Global Step: 67310   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:10:16,487-Speed 251.95 samples/sec   Loss 6.5489   ReconLoss 0.0896  LearningRate 0.004673   Epoch: 6   Global Step: 67320   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:10:26,960-Speed 253.73 samples/sec   Loss 7.1741   ReconLoss 0.0812  LearningRate 0.004672   Epoch: 6   Global Step: 67330   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:10:37,309-Speed 256.62 samples/sec   Loss 6.5409   ReconLoss 0.0830  LearningRate 0.004672   Epoch: 6   Global Step: 67340   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:10:47,759-Speed 254.05 samples/sec   Loss 5.7980   ReconLoss 0.0813  LearningRate 0.004671   Epoch: 6   Global Step: 67350   Fp16 Grad Scale: 65536   Required: 28 hours
Training: 2024-09-21 12:10:58,140-Speed 255.85 samples/sec   Loss 6.9816   ReconLoss 0.0806  LearningRate 0.004671   Epoch: 6   Global Step: 67360   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:11:08,664-Speed 252.57 samples/sec   Loss 6.6268   ReconLoss 0.0778  LearningRate 0.004670   Epoch: 6   Global Step: 67370   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:11:19,158-Speed 253.17 samples/sec   Loss 5.8568   ReconLoss 0.0807  LearningRate 0.004670   Epoch: 6   Global Step: 67380   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:11:29,549-Speed 255.41 samples/sec   Loss 6.1580   ReconLoss 0.0801  LearningRate 0.004669   Epoch: 6   Global Step: 67390   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:11:40,020-Speed 253.22 samples/sec   Loss 5.4440   ReconLoss 0.0799  LearningRate 0.004669   Epoch: 6   Global Step: 67400   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:11:50,318-Speed 257.48 samples/sec   Loss 6.9569   ReconLoss 0.0782  LearningRate 0.004668   Epoch: 6   Global Step: 67410   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:12:00,818-Speed 252.55 samples/sec   Loss 6.2848   ReconLoss 0.0820  LearningRate 0.004668   Epoch: 6   Global Step: 67420   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:12:11,298-Speed 252.93 samples/sec   Loss 6.9882   ReconLoss 0.0776  LearningRate 0.004667   Epoch: 6   Global Step: 67430   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:12:21,692-Speed 255.26 samples/sec   Loss 6.4349   ReconLoss 0.0772  LearningRate 0.004667   Epoch: 6   Global Step: 67440   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:12:32,128-Speed 254.23 samples/sec   Loss 5.8650   ReconLoss 0.0838  LearningRate 0.004666   Epoch: 6   Global Step: 67450   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:12:42,566-Speed 254.34 samples/sec   Loss 6.2246   ReconLoss 0.0761  LearningRate 0.004666   Epoch: 6   Global Step: 67460   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:12:53,029-Speed 253.65 samples/sec   Loss 5.9233   ReconLoss 0.0770  LearningRate 0.004665   Epoch: 6   Global Step: 67470   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:13:03,458-Speed 254.56 samples/sec   Loss 6.6490   ReconLoss 0.0751  LearningRate 0.004665   Epoch: 6   Global Step: 67480   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:13:13,944-Speed 252.85 samples/sec   Loss 4.7685   ReconLoss 0.0802  LearningRate 0.004664   Epoch: 6   Global Step: 67490   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:13:24,334-Speed 255.41 samples/sec   Loss 5.8213   ReconLoss 0.0784  LearningRate 0.004664   Epoch: 6   Global Step: 67500   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:13:34,660-Speed 256.78 samples/sec   Loss 6.2943   ReconLoss 0.0853  LearningRate 0.004663   Epoch: 6   Global Step: 67510   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:13:44,966-Speed 257.73 samples/sec   Loss 6.0033   ReconLoss 0.0803  LearningRate 0.004663   Epoch: 6   Global Step: 67520   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:13:55,297-Speed 256.79 samples/sec   Loss 6.1524   ReconLoss 0.0808  LearningRate 0.004662   Epoch: 6   Global Step: 67530   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:14:05,691-Speed 255.21 samples/sec   Loss 6.1513   ReconLoss 0.0757  LearningRate 0.004662   Epoch: 6   Global Step: 67540   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:14:16,101-Speed 254.96 samples/sec   Loss 6.3204   ReconLoss 0.0767  LearningRate 0.004661   Epoch: 6   Global Step: 67550   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:14:26,595-Speed 253.27 samples/sec   Loss 7.5519   ReconLoss 0.0802  LearningRate 0.004661   Epoch: 6   Global Step: 67560   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:14:37,001-Speed 255.57 samples/sec   Loss 7.0137   ReconLoss 0.0789  LearningRate 0.004660   Epoch: 6   Global Step: 67570   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:14:47,425-Speed 254.69 samples/sec   Loss 6.1812   ReconLoss 0.0790  LearningRate 0.004660   Epoch: 6   Global Step: 67580   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:14:57,949-Speed 251.93 samples/sec   Loss 6.4749   ReconLoss 0.0790  LearningRate 0.004659   Epoch: 6   Global Step: 67590   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:15:08,385-Speed 254.12 samples/sec   Loss 6.1710   ReconLoss 0.0788  LearningRate 0.004659   Epoch: 6   Global Step: 67600   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:15:18,932-Speed 251.50 samples/sec   Loss 5.9316   ReconLoss 0.0819  LearningRate 0.004658   Epoch: 6   Global Step: 67610   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:15:29,499-Speed 250.86 samples/sec   Loss 6.1385   ReconLoss 0.0763  LearningRate 0.004658   Epoch: 6   Global Step: 67620   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:15:39,940-Speed 253.78 samples/sec   Loss 7.0828   ReconLoss 0.0796  LearningRate 0.004657   Epoch: 6   Global Step: 67630   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:15:50,418-Speed 253.01 samples/sec   Loss 5.0849   ReconLoss 0.0779  LearningRate 0.004657   Epoch: 6   Global Step: 67640   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:16:00,911-Speed 252.56 samples/sec   Loss 6.3934   ReconLoss 0.0839  LearningRate 0.004656   Epoch: 6   Global Step: 67650   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:16:11,399-Speed 252.68 samples/sec   Loss 6.4229   ReconLoss 0.0769  LearningRate 0.004656   Epoch: 6   Global Step: 67660   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:16:21,952-Speed 251.10 samples/sec   Loss 7.3563   ReconLoss 0.0818  LearningRate 0.004655   Epoch: 6   Global Step: 67670   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:16:32,530-Speed 250.79 samples/sec   Loss 5.8388   ReconLoss 0.0772  LearningRate 0.004655   Epoch: 6   Global Step: 67680   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:16:43,022-Speed 252.56 samples/sec   Loss 6.9844   ReconLoss 0.0809  LearningRate 0.004654   Epoch: 6   Global Step: 67690   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:16:53,537-Speed 251.95 samples/sec   Loss 5.8856   ReconLoss 0.0804  LearningRate 0.004654   Epoch: 6   Global Step: 67700   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:17:04,042-Speed 252.33 samples/sec   Loss 6.0548   ReconLoss 0.0772  LearningRate 0.004653   Epoch: 6   Global Step: 67710   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:17:14,502-Speed 253.46 samples/sec   Loss 5.6481   ReconLoss 0.0824  LearningRate 0.004653   Epoch: 6   Global Step: 67720   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:17:24,934-Speed 254.31 samples/sec   Loss 6.4043   ReconLoss 0.0774  LearningRate 0.004652   Epoch: 6   Global Step: 67730   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:17:35,520-Speed 250.27 samples/sec   Loss 6.9842   ReconLoss 0.0778  LearningRate 0.004652   Epoch: 6   Global Step: 67740   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:17:46,008-Speed 252.73 samples/sec   Loss 7.7126   ReconLoss 0.0835  LearningRate 0.004651   Epoch: 6   Global Step: 67750   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:17:56,552-Speed 251.57 samples/sec   Loss 6.1542   ReconLoss 0.0828  LearningRate 0.004651   Epoch: 6   Global Step: 67760   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:18:06,999-Speed 253.87 samples/sec   Loss 6.9194   ReconLoss 0.0809  LearningRate 0.004650   Epoch: 6   Global Step: 67770   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:18:17,769-Speed 251.75 samples/sec   Loss 6.9132   ReconLoss 0.0781  LearningRate 0.004650   Epoch: 6   Global Step: 67780   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:18:28,258-Speed 252.64 samples/sec   Loss 6.6073   ReconLoss 0.0796  LearningRate 0.004649   Epoch: 6   Global Step: 67790   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:18:38,750-Speed 252.64 samples/sec   Loss 6.9891   ReconLoss 0.0779  LearningRate 0.004649   Epoch: 6   Global Step: 67800   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:18:49,285-Speed 251.47 samples/sec   Loss 5.8997   ReconLoss 0.0763  LearningRate 0.004648   Epoch: 6   Global Step: 67810   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:18:59,842-Speed 250.84 samples/sec   Loss 5.6266   ReconLoss 0.0802  LearningRate 0.004648   Epoch: 6   Global Step: 67820   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:19:10,349-Speed 252.17 samples/sec   Loss 7.4962   ReconLoss 0.0798  LearningRate 0.004647   Epoch: 6   Global Step: 67830   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:19:20,892-Speed 251.34 samples/sec   Loss 6.5481   ReconLoss 0.0779  LearningRate 0.004647   Epoch: 6   Global Step: 67840   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:19:31,458-Speed 251.08 samples/sec   Loss 6.6791   ReconLoss 0.0779  LearningRate 0.004646   Epoch: 6   Global Step: 67850   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:19:41,979-Speed 252.06 samples/sec   Loss 6.1378   ReconLoss 0.0793  LearningRate 0.004646   Epoch: 6   Global Step: 67860   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:19:52,496-Speed 252.22 samples/sec   Loss 6.0496   ReconLoss 0.0799  LearningRate 0.004645   Epoch: 6   Global Step: 67870   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:20:02,999-Speed 252.57 samples/sec   Loss 5.6544   ReconLoss 0.0788  LearningRate 0.004645   Epoch: 6   Global Step: 67880   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:20:13,537-Speed 251.48 samples/sec   Loss 5.7427   ReconLoss 0.0766  LearningRate 0.004644   Epoch: 6   Global Step: 67890   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:20:24,070-Speed 251.64 samples/sec   Loss 6.3700   ReconLoss 0.0787  LearningRate 0.004644   Epoch: 6   Global Step: 67900   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:20:34,623-Speed 251.07 samples/sec   Loss 5.7738   ReconLoss 0.0807  LearningRate 0.004643   Epoch: 6   Global Step: 67910   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:20:45,117-Speed 252.47 samples/sec   Loss 5.6682   ReconLoss 0.0742  LearningRate 0.004643   Epoch: 6   Global Step: 67920   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:20:55,590-Speed 253.04 samples/sec   Loss 5.9485   ReconLoss 0.0731  LearningRate 0.004642   Epoch: 6   Global Step: 67930   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:21:06,119-Speed 251.57 samples/sec   Loss 7.6080   ReconLoss 0.0809  LearningRate 0.004642   Epoch: 6   Global Step: 67940   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:21:16,653-Speed 251.47 samples/sec   Loss 5.6667   ReconLoss 0.0751  LearningRate 0.004641   Epoch: 6   Global Step: 67950   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:21:27,151-Speed 252.43 samples/sec   Loss 6.9347   ReconLoss 0.0809  LearningRate 0.004641   Epoch: 6   Global Step: 67960   Fp16 Grad Scale: 65536   Required: 28 hours
Training: 2024-09-21 12:21:37,564-Speed 254.69 samples/sec   Loss 7.4617   ReconLoss 0.0785  LearningRate 0.004640   Epoch: 6   Global Step: 67970   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:21:48,030-Speed 253.55 samples/sec   Loss 5.9103   ReconLoss 0.0820  LearningRate 0.004640   Epoch: 6   Global Step: 67980   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:21:58,528-Speed 252.34 samples/sec   Loss 5.6888   ReconLoss 0.0807  LearningRate 0.004639   Epoch: 6   Global Step: 67990   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:22:09,003-Speed 253.36 samples/sec   Loss 7.2299   ReconLoss 0.0801  LearningRate 0.004639   Epoch: 6   Global Step: 68000   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:22:29,830-[lfw][68000]XNorm: 23.720641
Training: 2024-09-21 12:22:29,831-[lfw][68000]Accuracy-Flip: 0.99667+-0.00373
Training: 2024-09-21 12:22:29,831-[lfw][68000]Accuracy-Highest: 0.99700
Training: 2024-09-21 12:22:53,929-[cfp_fp][68000]XNorm: 19.863619
Training: 2024-09-21 12:22:53,929-[cfp_fp][68000]Accuracy-Flip: 0.96057+-0.01131
Training: 2024-09-21 12:22:53,929-[cfp_fp][68000]Accuracy-Highest: 0.96129
Training: 2024-09-21 12:23:14,372-[agedb_30][68000]XNorm: 22.987445
Training: 2024-09-21 12:23:14,372-[agedb_30][68000]Accuracy-Flip: 0.96700+-0.00763
Training: 2024-09-21 12:23:14,372-[agedb_30][68000]Accuracy-Highest: 0.97083
Training: 2024-09-21 12:23:24,816-Speed 33.93 samples/sec   Loss 6.5828   ReconLoss 0.0757  LearningRate 0.004638   Epoch: 6   Global Step: 68010   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:23:35,328-Speed 252.23 samples/sec   Loss 6.2875   ReconLoss 0.0768  LearningRate 0.004638   Epoch: 6   Global Step: 68020   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:23:45,820-Speed 252.96 samples/sec   Loss 7.0204   ReconLoss 0.0806  LearningRate 0.004638   Epoch: 6   Global Step: 68030   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:23:56,298-Speed 253.03 samples/sec   Loss 5.7589   ReconLoss 0.0814  LearningRate 0.004637   Epoch: 6   Global Step: 68040   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:24:06,858-Speed 250.87 samples/sec   Loss 7.1777   ReconLoss 0.0848  LearningRate 0.004637   Epoch: 6   Global Step: 68050   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:24:17,352-Speed 252.56 samples/sec   Loss 5.5543   ReconLoss 0.0783  LearningRate 0.004636   Epoch: 6   Global Step: 68060   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:24:27,880-Speed 251.96 samples/sec   Loss 6.8953   ReconLoss 0.0800  LearningRate 0.004636   Epoch: 6   Global Step: 68070   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:24:38,366-Speed 253.16 samples/sec   Loss 7.5607   ReconLoss 0.0808  LearningRate 0.004635   Epoch: 6   Global Step: 68080   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:24:48,746-Speed 255.75 samples/sec   Loss 6.1493   ReconLoss 0.0880  LearningRate 0.004635   Epoch: 6   Global Step: 68090   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:24:59,255-Speed 252.27 samples/sec   Loss 5.8161   ReconLoss 0.0814  LearningRate 0.004634   Epoch: 6   Global Step: 68100   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:25:09,748-Speed 252.57 samples/sec   Loss 6.0522   ReconLoss 0.0750  LearningRate 0.004634   Epoch: 6   Global Step: 68110   Fp16 Grad Scale: 32768   Required: 28 hours
Training: 2024-09-21 12:25:20,177-Speed 254.10 samples/sec   Loss 7.4890   ReconLoss 0.0813  LearningRate 0.004633   Epoch: 6   Global Step: 68120   Fp16 Grad Scale: 32768   Required: 28 hours
